customer_id,total_spent,total_orders,last_purchase_date
12669,2744.0299999999997,3,2011-07-12 09:54:00
15841,2742.41,9,2011-09-28 12:15:00
13077,2740.65,11,2011-12-08 19:24:00
17241,2736.64,12,2010-11-19 13:01:00
15389,2733.8,5,2011-06-20 16:18:00
12986,2729.84,10,2010-10-07 11:57:00
15596,2727.72,9,2011-08-31 10:55:00
12739,2726.73,4,2011-09-22 13:00:00
12391,2724.84,6,2011-11-18 12:07:00
14404,2724.13,13,2011-11-06 12:30:00
16190,2723.55,8,2011-10-30 15:59:00
14125,2720.63,3,2011-11-29 12:47:00
14808,2718.6,8,2011-10-31 12:21:00
15985,2715.28,7,2011-08-08 16:31:00
16232,2712.97,7,2011-10-27 12:16:00
17884,2698.47,20,2011-12-06 11:33:00
16359,2697.75,16,2011-12-02 17:04:00
18173,2696.36,5,2011-09-14 11:26:00
12820,2689.52,11,2011-12-06 15:12:00
16086,2687.73,10,2011-10-11 13:09:00
14748,2681.9,10,2011-11-10 18:33:00
17388,2675.37,11,2011-09-23 10:31:00
16434,2673.69,12,2011-11-10 14:28:00
17720,2666.91,10,2011-11-13 15:04:00
18283,2664.9,22,2011-12-06 12:02:00
15910,2661.17,15,2011-12-09 10:51:00
13473,2657.76,8,2011-10-10 11:20:00
15671,2657.13,7,2011-11-21 12:43:00
16369,2656.56,7,2011-11-21 16:25:00
15157,2654.11,5,2011-12-06 11:28:00
14756,2653.76,3,2011-11-24 18:13:00
17744,2649.14,7,2011-12-06 12:11:00
12516,2648.62,4,2011-09-23 09:13:00
13203,2648.25,10,2011-11-30 10:45:00
16618,2647.59,5,2011-11-08 13:52:00
13819,2642.35,6,2011-02-11 10:38:00
15814,2634.44,6,2011-11-23 08:17:00
12520,2634.26,5,2011-09-21 15:23:00
14410,2631.9,11,2011-09-08 15:08:00
16276,2629.3900000000003,3,2011-06-16 09:34:00
17470,2626.47,11,2011-10-26 12:42:00
13422,2626.3,1,2011-10-06 13:42:00
13644,2624.26,4,2011-11-23 14:07:00
12671,2622.481,1,2010-04-12 16:30:00
12423,2622.39,10,2011-12-09 10:10:00
15142,2619.92,6,2011-10-24 12:51:00
13211,2618.77,10,2011-11-29 14:43:00
14262,2618.23,8,2011-12-01 14:17:00
14195,2615.6,6,2011-05-22 10:29:00
14431,2614.2,4,2011-02-10 10:40:00
14397,2612.96,19,2011-12-07 09:22:00
14564,2605.62,2,2010-10-01 09:02:00
15660,2603.69,15,2011-11-14 16:58:00
17317,2600.34,3,2011-10-24 17:19:00
15826,2598.28,4,2011-10-14 16:05:00
13700,2596.9700000000003,13,2011-11-13 13:00:00
12412,2596.93,6,2011-09-26 10:16:00
14163,2594.62,5,2011-09-13 15:18:00
14229,2594.04,7,2011-10-19 10:04:00
17043,2593.65,8,2011-11-07 15:33:00
14129,2591.34,9,2011-12-08 11:02:00
14147,2590.2,9,2011-09-22 18:10:00
16206,2589.87,13,2011-10-16 10:41:00
15062,2585.62,8,2011-09-29 16:51:00
12592,2582.66,5,2011-09-08 15:04:00
16499,2578.34,8,2010-12-14 13:31:00
17095,2572.25,7,2011-11-17 12:21:00
17002,2571.55,7,2011-09-15 12:40:00
15434,2567.06,11,2011-12-01 13:33:00
16817,2560.7,13,2011-12-07 11:03:00
13192,2558.58,6,2011-09-05 14:13:00
15033,2557.18,10,2011-12-05 12:40:00
16036,2556.84,4,2011-09-13 14:53:00
13862,2556.09,9,2011-11-21 16:24:00
16115,2553.8,12,2011-11-30 11:32:00
14745,2551.41,12,2011-08-19 10:05:00
18179,2547.55,8,2011-11-30 16:23:00
17465,2542.79,7,2010-10-10 11:56:00
14548,2541.29,9,2011-07-12 12:19:00
17463,2535.26,7,2011-11-23 13:40:00
13623,2533.06,10,2011-11-09 12:00:00
15906,2530.19,10,2011-11-20 12:24:00
14659,2529.93,9,2011-12-01 12:17:00
16889,2526.65,6,2011-05-29 11:05:00
14790,2526.62,10,2011-11-23 09:28:00
16987,2521.4,11,2011-12-06 17:26:00
15862,2512.29,13,2011-12-01 13:28:00
13344,2511.69,3,2011-10-03 09:45:00
17101,2507.05,7,2011-11-29 13:57:00
17550,2506.64,9,2011-05-26 14:09:00
12978,2502.82,5,2010-11-19 14:29:00
16202,2501.9900000000002,9,2010-12-14 10:43:00
13471,2501.84,4,2011-12-08 15:44:00
15021,2500.59,12,2011-12-01 11:53:00
15747,2499.81,9,2011-11-27 12:26:00
17594,2497.88,4,2011-09-15 16:34:00
15932,2495.87,8,2011-12-05 17:13:00
13414,2494.14,6,2011-07-29 11:45:00
14541,2491.38,14,2011-10-12 10:08:00
17262,2488.76,11,2011-10-18 12:56:00
15227,2488.4900000000002,9,2011-11-03 11:59:00
15117,2485.9700000000003,8,2011-11-25 08:12:00
15716,2485.26,11,2011-07-17 11:59:00
12517,2481.6,5,2011-11-11 14:04:00
13507,2479.16,4,2011-12-06 13:13:00
13588,2478.95,9,2011-11-24 10:42:00
13134,2475.23,6,2011-09-15 10:35:00
14696,2473.28,8,2011-12-05 13:43:00
13762,2472.48,5,2011-05-05 09:15:00
12924,2469.4,12,2011-09-12 13:55:00
14421,2469.37,6,2011-10-13 13:24:00
17288,2468.43,11,2011-11-30 16:09:00
17164,2467.35,7,2011-11-07 09:14:00
13151,2465.21,3,2011-02-17 12:29:00
17131,2463.17,5,2011-12-04 12:52:00
14256,2460.79,5,2011-03-24 13:17:00
17629,2455.52,10,2011-12-04 10:56:00
17676,2448.64,10,2011-12-05 15:16:00
12701,2446.41,6,2011-09-21 10:47:00
13338,2445.62,4,2011-07-05 09:06:00
17320,2444.85,6,2011-08-31 13:31:00
15111,2442.37,5,2011-11-10 16:58:00
17348,2442.29,9,2011-11-25 11:25:00
18171,2437.31,9,2011-10-12 09:13:00
15623,2437.05,8,2011-07-21 17:26:00
17505,2435.48,5,2011-07-01 12:50:00
13085,2433.28,8,2011-07-05 12:11:00
14502,2429.83,11,2011-11-20 11:50:00
15077,2428.08,2,2010-08-02 11:13:00
13949,2427.32,6,2011-12-07 09:35:00
12733,2424.87,4,2011-04-19 16:19:00
15215,2422.43,7,2011-10-24 11:41:00
15089,2420.84,6,2011-11-29 16:31:00
15489,2419.61,8,2011-11-17 08:53:00
16040,2416.9,7,2011-10-05 13:47:00
13878,2416.9,4,2011-10-16 12:19:00
16470,2416.85,11,2011-10-19 12:11:00
12802,2416.42,7,2011-06-06 09:36:00
13118,2415.41,9,2011-11-20 12:46:00
14205,2414.2,9,2011-11-23 10:55:00
12397,2409.9,2,2011-11-04 09:52:00
16833,2409.04,6,2011-12-08 14:39:00
16163,2407.98,6,2011-04-21 15:15:00
15341,2402.72,2,2011-09-20 09:40:00
13173,2399.82,11,2011-12-05 15:51:00
15793,2399.57,8,2011-11-25 09:31:00
12393,2399.4500000000003,6,2011-09-28 15:41:00
14414,2399.33,8,2011-09-09 12:09:00
16147,2398.91,5,2011-07-29 09:57:00
17921,2394.36,10,2011-10-06 18:56:00
16812,2392.0,4,2010-12-14 12:35:00
15366,2389.08,7,2011-09-25 15:01:00
16105,2386.19,5,2011-04-05 10:13:00
16638,2380.13,15,2011-11-17 11:09:00
17827,2376.17,6,2011-12-04 15:00:00
17434,2373.82,7,2011-12-07 13:16:00
13908,2369.55,4,2011-09-21 11:49:00
17623,2365.77,7,2011-11-07 11:32:00
16005,2365.4900000000002,10,2011-11-27 13:47:00
14496,2363.89,7,2011-02-01 09:01:00
14295,2362.91,5,2011-10-30 15:50:00
16676,2361.9,6,2011-11-06 12:01:00
15860,2361.3,17,2011-10-30 11:25:00
17634,2358.59,9,2011-11-03 13:09:00
15015,2354.97,13,2010-07-26 13:50:00
17969,2354.29,20,2011-06-26 13:00:00
14810,2354.03,13,2011-10-30 11:19:00
16083,2351.42,4,2011-08-31 10:47:00
16085,2341.03,12,2011-11-16 13:24:00
12704,2340.84,8,2011-12-02 13:15:00
17591,2339.32,8,2011-09-27 13:42:00
12584,2338.15,9,2011-12-06 09:35:00
15549,2334.16,8,2011-09-23 16:22:00
13614,2332.74,6,2011-11-15 14:47:00
16496,2330.77,6,2011-12-01 10:31:00
17313,2328.84,1,2011-11-08 15:45:00
17004,2324.36,4,2011-10-24 14:25:00
14938,2322.43,2,2010-05-26 13:38:00
13091,2321.82,3,2011-11-11 15:54:00
13055,2321.11,4,2011-09-22 14:26:00
16628,2318.1,7,2011-11-10 12:45:00
12724,2317.52,7,2011-12-04 16:02:00
12948,2317.43,9,2011-11-23 17:10:00
14346,2315.75,5,2011-08-11 09:47:00
17193,2310.04,9,2011-11-04 12:47:00
17282,2308.54,5,2011-08-01 14:29:00
13704,2308.06,9,2011-12-04 15:13:00
17113,2305.59,6,2010-05-14 13:59:00
17894,2304.58,18,2011-09-29 09:23:00
15946,2304.18,3,2010-07-25 12:18:00
14555,2304.03,6,2011-10-13 16:24:00
18095,2303.09,5,2011-01-31 12:50:00
16077,2300.4,1,2010-03-24 10:42:00
16531,2298.33,11,2011-11-17 16:29:00
13371,2297.66,2,2010-07-22 17:33:00
12599,2296.72,13,2011-11-10 13:34:00
12649,2294.65,8,2011-08-24 14:41:00
13280,2293.33,7,2011-08-09 13:14:00
13059,2291.77,10,2011-04-04 10:40:00
17047,2289.23,6,2011-09-15 13:27:00
17018,2287.7,6,2011-10-30 11:42:00
16485,2287.19,5,2011-09-23 15:50:00
14481,2284.69,5,2011-06-28 10:38:00
12684,2283.63,7,2011-12-02 09:53:00
18051,2282.28,7,2010-03-15 13:58:00
13655,2280.51,6,2011-08-17 14:25:00
14554,2279.4900000000002,4,2011-11-29 16:44:00
13994,2274.14,6,2011-12-06 11:05:00
17994,2270.0299999999997,11,2011-08-10 11:41:00
12725,2266.76,4,2010-12-03 15:45:00
15638,2265.2,6,2010-11-26 11:52:00
15734,2263.3,4,2011-08-17 10:50:00
13652,2262.05,5,2011-10-25 08:51:00
13814,2257.32,3,2011-09-08 13:48:00
13117,2255.66,18,2011-11-18 12:02:00
16350,2253.89,9,2011-11-18 15:53:00
17414,2249.52,6,2011-10-27 12:13:00
14432,2248.5,6,2011-11-30 08:04:00
14644,2247.72,7,2011-10-03 08:30:00
16177,2247.31,8,2011-10-20 12:57:00
16174,2246.75,7,2011-08-05 13:26:00
16883,2246.06,19,2011-06-05 12:51:00
13627,2245.9,7,2011-10-11 14:20:00
16042,2245.32,8,2011-11-17 17:50:00
13407,2244.7,3,2010-05-10 12:41:00
16823,2243.09,7,2011-04-26 15:00:00
14462,2242.81,12,2011-10-04 15:55:00
15865,2241.42,5,2011-10-30 12:43:00
15629,2240.9,4,2010-09-15 13:46:00
16551,2237.12,7,2011-09-05 09:38:00
17180,2236.77,11,2011-10-14 15:46:00
17075,2236.63,10,2011-11-22 11:58:00
16108,2235.92,4,2011-09-16 11:48:00
16076,2234.73,10,2011-12-06 14:59:00
13662,2233.61,11,2011-09-15 12:04:00
18215,2232.4900000000002,5,2011-09-11 16:05:00
14449,2230.96,8,2011-11-21 12:06:00
12783,2225.91,6,2011-12-07 15:56:00
13365,2225.37,2,2011-11-06 12:36:00
14321,2218.06,7,2011-11-29 09:47:00
17648,2216.37,5,2011-10-10 09:41:00
18177,2216.32,9,2011-11-08 14:44:00
13478,2215.78,5,2010-08-27 13:23:00
13455,2212.9900000000002,6,2011-11-15 11:21:00
13320,2211.6,6,2011-09-22 18:07:00
15550,2211.05,12,2011-12-05 15:38:00
15476,2209.98,4,2010-11-24 15:17:00
14177,2209.69,13,2011-09-14 15:11:00
13094,2209.44,13,2011-11-18 14:07:00
14834,2206.16,7,2011-11-22 10:30:00
14467,2203.2400000000002,12,2011-11-22 12:48:00
13410,2201.96,9,2011-11-15 15:33:00
14006,2196.67,7,2011-08-16 09:39:00
15100,2193.9,7,2011-01-10 10:35:00
16317,2192.51,5,2011-08-12 12:46:00
15934,2190.66,2,2010-10-18 10:13:00
14212,2190.14,2,2011-09-11 12:45:00
14597,2184.63,6,2011-11-28 13:13:00
15864,2180.76,7,2011-11-17 13:32:00
17905,2178.87,13,2011-09-29 17:33:00
17324,2171.07,12,2011-11-22 10:34:00
12856,2170.78,6,2011-12-02 10:52:00
12501,2169.39,1,2011-01-07 12:28:00
17732,2166.42,8,2010-12-02 09:29:00
14595,2164.45,8,2011-11-20 12:12:00
15944,2164.24,4,2011-03-08 10:33:00
14573,2163.12,13,2011-06-13 11:15:00
17822,2162.93,5,2010-10-15 13:47:00
17460,2157.9700000000003,16,2011-09-06 15:04:00
14407,2157.73,6,2011-08-24 14:02:00
16379,2157.4,4,2011-12-05 15:38:00
13643,2156.77,10,2011-11-08 15:37:00
15426,2156.35,9,2011-11-20 15:36:00
13224,2155.95,2,2011-10-10 14:55:00
16966,2154.97,7,2011-12-01 13:40:00
16600,2153.41,13,2011-12-05 16:00:00
16275,2151.11,3,2011-05-27 12:41:00
14216,2150.04,5,2011-12-06 14:56:00
16716,2149.6800000000003,3,2011-03-18 10:03:00
17272,2148.63,4,2011-10-28 16:37:00
16520,2148.38,6,2011-06-06 13:24:00
16004,2146.39,5,2010-08-22 11:48:00
13152,2146.38,7,2010-10-18 13:44:00
16134,2145.34,5,2011-11-18 10:05:00
18009,2144.23,8,2011-04-18 13:36:00
12576,2142.72,8,2011-11-04 10:11:00
13092,2140.28,12,2011-09-30 11:18:00
12687,2138.91,2,2010-08-16 12:12:00
17029,2137.3,7,2011-08-21 11:06:00
17305,2135.46,1,2010-03-01 12:47:00
18116,2134.4900000000002,13,2011-10-03 11:00:00
12560,2134.01,3,2011-12-04 13:54:00
16493,2132.09,7,2011-09-21 11:10:00
13517,2128.42,3,2011-10-11 11:43:00
14634,2124.46,4,2010-09-28 10:40:00
16807,2123.88,6,2011-07-20 12:00:00
16996,2123.61,9,2011-11-09 16:43:00
14472,2118.72,9,2011-08-28 11:01:00
14360,2118.03,4,2011-11-08 09:12:00
15658,2117.27,8,2011-06-02 15:22:00
14691,2114.33,5,2011-11-09 12:30:00
16201,2112.12,5,2011-12-06 16:02:00
16054,2111.88,4,2011-07-17 13:08:00
12997,2110.91,8,2011-11-17 15:47:00
14399,2108.21,8,2010-11-10 13:23:00
13755,2108.06,9,2011-12-06 12:26:00
13610,2103.71,14,2011-11-27 15:38:00
15252,2103.41,5,2011-11-03 13:30:00
14276,2102.68,7,2011-09-02 09:45:00
14499,2101.79,7,2011-11-13 13:01:00
15815,2100.6,5,2011-10-07 12:42:00
12975,2100.09,6,2010-09-29 09:46:00
17897,2099.89,9,2011-06-20 11:23:00
17159,2099.59,5,2011-11-18 10:52:00
12610,2099.54,5,2011-11-17 09:34:00
17742,2098.48,11,2011-08-18 15:28:00
13753,2094.57,4,2011-02-25 12:48:00
13591,2093.94,7,2011-10-06 12:26:00
14469,2093.46,4,2010-10-19 14:30:00
13265,2092.66,5,2011-10-17 15:02:00
15456,2091.52,10,2011-03-01 13:51:00
15151,2085.61,2,2010-10-12 16:37:00
17705,2083.9,11,2011-12-06 13:45:00
16016,2083.4,11,2011-12-06 14:35:00
16934,2083.14,6,2011-10-16 12:40:00
14443,2082.9700000000003,5,2011-10-17 10:10:00
18026,2074.07,2,2010-07-27 10:37:00
17048,2071.68,7,2011-08-14 11:49:00
17585,2064.71,7,2011-08-22 13:30:00
13748,2064.35,9,2011-09-05 09:45:00
16726,2063.88,7,2011-11-13 14:53:00
12586,2062.67,4,2011-11-22 16:24:00
16795,2062.41,3,2010-12-09 14:08:00
15221,2062.2,4,2010-12-08 13:08:00
13476,2061.4700000000003,5,2011-06-14 12:00:00
18258,2059.67,6,2010-09-01 14:20:00
17633,2057.39,7,2011-11-08 13:25:00
12518,2056.89,5,2011-12-09 10:13:00
15253,2055.09,8,2011-11-23 16:22:00
14188,2054.36,6,2011-11-09 12:45:00
16235,2053.71,9,2011-10-30 10:56:00
16794,2052.7,15,2011-12-08 17:54:00
16176,2052.69,4,2010-10-14 13:54:00
17086,2050.08,6,2011-12-02 13:54:00
13874,2049.15,7,2010-12-16 18:20:00
16027,2048.36,15,2011-09-09 10:47:00
14232,2048.07,5,2011-10-28 11:09:00
17666,2047.8,5,2011-12-06 09:06:00
13663,2047.51,5,2011-06-13 15:44:00
14000,2046.3400000000001,5,2011-05-12 16:50:00
15473,2046.0,8,2011-11-25 15:15:00
12868,2043.76,8,2011-06-07 10:42:00
17289,2041.8,9,2011-11-08 12:01:00
12585,2040.1,2,2011-04-19 13:39:00
14988,2038.65,7,2011-05-12 12:05:00
16214,2038.25,4,2011-06-22 11:30:00
16331,2037.7,6,2010-10-03 13:47:00
17846,2033.1,1,2011-09-15 15:20:00
13630,2031.78,7,2011-12-04 15:16:00
14225,2031.07,4,2010-10-01 10:32:00
15272,2030.95,6,2011-10-13 12:59:00
15506,2030.33,6,2011-11-17 12:11:00
15164,2028.1100000000001,9,2011-10-02 12:05:00
15384,2027.79,4,2011-06-23 10:57:00
12873,2027.3,3,2011-03-02 14:58:00
13989,2026.06,5,2011-10-05 09:47:00
14631,2025.69,6,2011-10-20 11:17:00
14651,2025.52,9,2011-10-03 15:52:00
12418,2021.2,4,2011-08-19 11:08:00
13696,2020.4,3,2010-10-14 09:44:00
16221,2019.92,9,2011-11-03 11:43:00
12348,2019.3999999999999,5,2011-09-25 13:13:00
14623,2016.98,10,2011-11-07 13:56:00
16197,2016.71,9,2010-08-27 12:56:00
17152,2016.5,4,2011-05-29 12:19:00
17126,2016.43,9,2011-07-10 13:52:00
13693,2011.82,9,2010-11-30 18:21:00
17671,2009.16,5,2011-11-24 12:21:00
13888,2001.59,7,2011-08-12 10:13:00
16332,2000.01,11,2011-11-11 14:22:00
16698,1998.0,2,2011-04-27 10:52:00
14628,1998.0,5,2011-09-09 14:58:00
15990,1997.75,7,2011-10-26 15:58:00
14152,1997.34,7,2011-09-25 12:54:00
15481,1993.34,1,2010-11-03 14:52:00
14301,1992.18,4,2011-08-14 15:33:00
16065,1992.13,8,2010-12-09 13:03:00
13889,1991.23,6,2011-09-08 09:13:00
17088,1991.01,4,2011-11-11 14:23:00
16960,1990.88,8,2011-11-01 11:35:00
17351,1988.23,12,2011-11-03 18:45:00
16529,1986.8,4,2011-06-02 17:23:00
15478,1983.48,3,2011-10-30 14:19:00
14967,1982.6100000000001,6,2011-10-21 11:06:00
17337,1981.06,4,2011-07-11 14:55:00
13725,1980.56,8,2011-10-21 10:03:00
12582,1980.4,4,2011-04-15 08:45:00
17158,1980.0,5,2011-11-07 15:15:00
15030,1979.91,8,2011-09-29 10:50:00
15795,1979.8700000000001,8,2011-07-13 10:43:00
13208,1976.3,9,2011-10-12 09:54:00
18204,1975.35,3,2011-09-29 16:44:00
15531,1972.39,2,2011-12-01 18:43:00
17797,1971.8700000000001,8,2011-11-17 13:21:00
14905,1971.39,8,2011-07-05 12:41:00
12674,1970.6,4,2011-11-01 12:12:00
14477,1969.6,7,2011-11-20 11:11:00
14396,1969.38,7,2011-10-05 16:09:00
16032,1965.72,6,2010-09-09 18:00:00
17966,1963.92,10,2011-11-02 10:26:00
17997,1962.46,8,2011-09-26 16:13:00
12399,1962.3,7,2011-08-12 13:15:00
15789,1962.01,6,2010-12-16 14:35:00
16290,1957.7,4,2010-09-01 11:52:00
17039,1954.99,1,2010-04-14 12:56:00
18016,1954.56,7,2011-11-07 13:25:00
14794,1953.9,10,2011-12-07 10:11:00
17554,1952.45,5,2011-12-08 14:15:00
13761,1952.17,6,2011-10-20 14:01:00
15885,1951.82,15,2011-09-08 10:43:00
16993,1950.95,2,2010-09-02 12:16:00
14014,1948.21,3,2011-09-23 13:18:00
15620,1942.36,4,2011-10-14 12:41:00
15425,1941.12,4,2010-11-04 18:13:00
12385,1938.4,1,2010-11-25 15:14:00
16619,1938.33,4,2011-03-21 08:18:00
14418,1937.25,3,2011-12-06 11:39:00
15561,1934.3899999999999,8,2011-11-28 11:07:00
12528,1933.48,6,2011-11-30 14:40:00
12531,1933.2,2,2011-11-25 11:12:00
16859,1932.41,7,2011-07-18 12:19:00
15803,1929.66,4,2011-10-19 14:56:00
17236,1929.26,12,2011-11-27 12:00:00
16788,1928.93,5,2011-08-08 14:53:00
13029,1927.3,5,2011-11-09 09:13:00
14492,1921.91,7,2010-10-05 13:21:00
16681,1921.84,7,2011-09-28 11:11:00
18220,1921.76,6,2011-04-27 09:03:00
14901,1919.0,12,2011-11-28 17:09:00
12644,1918.49,4,2011-08-02 10:33:00
12842,1917.99,4,2011-09-30 15:33:00
14332,1917.41,5,2011-11-17 11:54:00
16650,1916.11,7,2011-09-29 09:51:00
16555,1915.68,6,2011-11-04 14:31:00
16692,1914.6999999999998,4,2011-03-28 14:46:00
17046,1906.07,5,2011-07-05 14:24:00
16942,1904.99,9,2011-11-27 12:40:00
14250,1904.05,3,2011-12-02 14:30:00
14127,1900.0800000000002,6,2011-08-09 10:49:00
14710,1899.79,13,2011-11-25 14:53:00
12762,1898.52,2,2011-12-02 10:23:00
14389,1898.01,5,2011-10-05 15:17:00
14730,1897.57,8,2011-12-08 14:39:00
17560,1895.8,8,2011-09-06 09:18:00
14327,1894.93,6,2011-06-29 13:58:00
15248,1893.93,3,2010-10-24 13:09:00
13984,1893.8,12,2011-11-13 12:38:00
17350,1893.701,7,2011-12-01 15:47:00
16631,1892.52,7,2010-08-15 11:20:00
13276,1891.91,5,2011-10-07 12:44:00
15381,1890.57,5,2011-05-10 11:55:00
14912,1889.25,6,2011-11-23 09:20:00
17609,1887.8999999999999,11,2011-10-30 12:28:00
16172,1884.55,8,2011-09-05 13:22:00
14403,1880.51,6,2011-08-01 12:57:00
16660,1879.55,7,2011-11-23 14:53:00
18151,1879.44,6,2011-07-28 11:35:00
17227,1878.93,12,2011-11-21 10:51:00
15197,1877.51,6,2011-11-29 10:00:00
13946,1876.23,6,2011-09-21 13:33:00
16426,1863.76,10,2011-12-07 14:01:00
14887,1862.0,1,2011-09-21 15:32:00
13503,1859.24,6,2011-09-29 13:23:00
14305,1858.96,3,2011-09-29 15:29:00
14130,1858.77,4,2011-01-24 16:05:00
16043,1856.5900000000001,8,2011-11-02 12:50:00
15081,1854.57,12,2011-11-17 17:08:00
16049,1852.15,6,2011-10-30 13:19:00
16917,1851.88,2,2011-03-08 11:55:00
12383,1850.56,5,2011-06-08 08:02:00
12381,1845.31,5,2011-12-05 12:44:00
12507,1844.06,4,2011-07-28 17:09:00
18180,1843.75,6,2011-12-05 08:39:00
12694,1843.35,3,2011-09-30 13:06:00
12950,1843.0,3,2011-12-07 13:17:00
15201,1842.95,7,2011-09-13 14:53:00
16102,1842.14,3,2011-10-28 13:19:00
14224,1841.71,9,2011-08-21 13:24:00
13168,1840.73,5,2011-11-03 12:56:00
17919,1840.32,2,2011-09-12 13:41:00
15822,1840.06,6,2011-12-06 14:50:00
14870,1838.95,6,2011-03-23 10:51:00
13924,1838.8500000000001,6,2011-12-08 09:39:00
17015,1838.6100000000001,3,2011-11-11 10:45:00
16175,1836.44,7,2011-09-06 14:32:00
15402,1830.54,6,2011-07-14 12:17:00
16152,1829.04,1,2011-03-16 09:47:00
16825,1826.89,5,2011-11-01 11:51:00
17244,1826.04,5,2011-10-17 15:19:00
14896,1826.0,8,2011-05-19 10:20:00
15678,1825.94,3,2011-10-18 09:25:00
14715,1825.45,8,2011-11-15 12:10:00
13884,1825.03,10,2011-12-02 16:30:00
17642,1824.49,5,2011-08-12 09:11:00
16169,1822.97,4,2011-12-01 15:28:00
14738,1821.9,9,2011-10-28 08:56:00
15339,1821.02,7,2011-10-04 12:51:00
16205,1820.11,7,2011-11-09 09:32:00
17828,1820.09,4,2011-11-17 08:41:00
14553,1818.6,9,2011-11-20 13:20:00
16233,1818.31,9,2011-09-29 17:27:00
17787,1817.54,4,2011-07-10 11:24:00
15807,1817.52,5,2011-10-20 14:10:00
12494,1815.27,9,2011-11-24 09:34:00
16880,1813.21,8,2011-11-09 11:33:00
14915,1811.25,11,2011-09-09 13:34:00
16474,1810.65,7,2011-12-02 13:02:00
14893,1809.6100000000001,3,2011-11-30 12:31:00
15530,1808.68,5,2011-11-18 12:25:00
17888,1807.44,25,2011-11-18 13:45:00
15133,1806.9,5,2011-08-04 10:44:00
13561,1803.3999999999999,11,2011-05-08 12:39:00
18161,1803.1000000000001,6,2011-11-24 16:40:00
14723,1803.06,11,2011-11-29 15:23:00
16797,1802.02,5,2010-11-11 19:14:00
16249,1800.07,5,2011-10-18 10:07:00
18235,1796.48,3,2011-09-29 08:27:00
18236,1795.3500000000001,12,2011-11-10 08:06:00
17165,1794.32,6,2011-02-28 16:39:00
14708,1793.22,5,2011-12-07 08:21:00
18122,1793.06,6,2011-12-01 13:08:00
13711,1792.26,9,2011-05-05 10:31:00
13375,1792.23,2,2011-09-12 10:19:00
12369,1791.15,3,2010-10-22 13:13:00
17603,1788.38,4,2011-09-22 14:18:00
13782,1786.08,13,2011-11-27 11:54:00
15608,1785.98,5,2011-11-11 13:20:00
16611,1785.13,6,2011-06-06 15:46:00
15452,1785.1100000000001,6,2011-11-10 12:13:00
15128,1783.68,5,2011-10-10 13:54:00
16110,1781.59,4,2011-10-25 14:35:00
18214,1780.34,4,2010-06-27 11:21:00
15220,1778.96,6,2011-10-19 12:39:00
16770,1778.93,9,2011-10-13 12:21:00
16510,1777.5,6,2010-12-02 13:39:00
12458,1777.49,4,2011-09-29 15:25:00
12908,1776.0,5,2011-06-16 15:39:00
12778,1775.68,9,2011-11-20 11:30:00
13920,1774.68,4,2010-10-04 12:37:00
16124,1772.49,4,2011-01-26 14:45:00
15594,1771.78,5,2011-11-24 08:53:00
14850,1770.96,7,2011-02-01 11:21:00
14933,1770.0,4,2010-09-22 10:47:00
15972,1769.33,5,2010-09-09 13:20:00
15736,1767.12,2,2010-09-30 14:20:00
13456,1766.72,6,2011-11-22 09:18:00
16751,1764.72,1,2011-11-09 10:48:00
13648,1764.02,8,2010-11-04 14:46:00
13717,1763.3,8,2011-11-07 14:13:00
12784,1763.15,3,2011-11-30 15:38:00
15777,1762.61,7,2011-04-12 16:43:00
16511,1760.49,6,2011-11-18 10:41:00
16620,1758.93,6,2011-12-06 12:19:00
16266,1757.95,14,2011-09-27 12:08:00
16595,1757.75,5,2011-10-09 13:15:00
12809,1755.94,3,2011-06-15 10:51:00
14704,1752.92,11,2011-11-28 12:51:00
14522,1748.42,8,2011-11-15 13:24:00
16639,1747.98,4,2011-11-08 13:20:00
13808,1747.66,5,2011-12-04 12:18:00
17695,1746.04,5,2011-07-31 10:40:00
16348,1744.42,8,2011-11-07 15:44:00
16380,1743.15,1,2011-10-09 15:40:00
15605,1741.95,9,2011-11-03 14:17:00
12425,1741.41,2,2011-09-22 17:31:00
16087,1739.92,5,2010-11-15 16:44:00
17974,1739.09,6,2011-11-15 11:37:00
14584,1738.16,8,2011-06-23 18:33:00
14075,1734.87,6,2011-12-05 08:38:00
17268,1733.8899999999999,11,2011-08-24 10:06:00
13026,1733.08,9,2011-12-08 16:58:00
14400,1732.47,3,2011-07-13 15:50:00
17432,1728.99,9,2011-11-21 17:33:00
16891,1727.94,11,2011-12-08 11:15:00
14387,1727.6,3,2011-11-07 12:29:00
16809,1727.43,9,2011-11-16 15:45:00
15730,1726.58,5,2011-10-05 12:31:00
17190,1726.57,7,2011-10-12 11:33:00
14304,1725.01,3,2011-05-01 11:50:00
13363,1723.86,3,2011-11-22 12:40:00
16374,1723.4,5,2011-10-04 15:21:00
17135,1722.18,10,2011-11-23 16:48:00
17451,1721.4,7,2011-12-08 15:02:00
16119,1720.8100000000002,8,2011-12-01 15:11:00
15267,1717.36,5,2011-11-17 15:59:00
13705,1717.19,7,2011-12-02 12:32:00
14021,1716.58,7,2011-07-07 15:46:00
17162,1715.46,10,2011-11-11 11:34:00
14692,1715.1399999999999,12,2011-07-25 15:08:00
14741,1713.0900000000001,7,2011-11-28 08:48:00
